"Id","AgeReviewer","GenderReviewer","RevRating","RevType","RevLen","WordCount","AvgWordLen","SentiG2","SentiG3","SentiGPol","SentiGSub","SentiR2","SentiR3","SentiRPol","App","AppCat","AppRating","nReviews","nInstalls","ContRating","lRevLen"
571,NA,NA,4.254745314,"Long",0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Blossom Blast Saga","GAME",4.39207591094118,2695,"10000000+","Everyone",0
3208,NA,NA,4.429710046,"Short",66,9,3.55260356237576,"Positive","Neutral",0.0479536340866964,0.53177156182928,"Negative","Neutral",-0.0934035365138959,"Build a Bridge","FAMILY",4.5195836475,87194,"10000000+","Everyone",4.20469261939097
4354,NA,NA,4.454172157,"Short",6,1,10.2843813128,"Positive","Neutral",0.0250930068037898,0.498842142531034,"Positive","Neutral",0.0436664337870063,"Candy Bomb","GAME",4.54059688745455,261006,"10000000+","Everyone",1.94591014905531
2443,NA,NA,4.38542937,"Short",101,14,3.25835498831485,"Positive","Positive",0.107548197539389,0.460808871445474,"Negative","Neutral",-0.105583456082102,"Happy Fruits Bomb Cube Blast","FAMILY",4.48475867476923,30018,"500000+","Everyone",4.62497281328427
320,NA,NA,4.147489814,"Short",60,5,3.93945136871429,"Negative","Negative",-0.587087398353015,0.411038016694143,"Negative","Negative",-0.530131514427222,"DreamWorks Friends","FAMILY",4.27776795209091,864,"100000+","Everyone",4.11087386417331
4154,NA,NA,4.45499755,"Long",117,16,3.15864839677094,"Positive","Neutral",0.0274300312227056,0.535054655898019,"Positive","Neutral",-0.0210985198513931,"Find a Way Addictive Puzzle","FAMILY",4.57367128333333,205139,"500000+","Everyone",4.77068462446567
3900,NA,NA,4.445460733,"Long",213,23,3.21486397233191,"Negative","Negative",-0.232566610476243,0.587936511513319,"Negative","Neutral",-0.0964318159082908,"Hello Kitty Nail Salon","GAME",4.50356154306667,178301,"50000000+","Everyone",5.36597601502185
1019,NA,NA,4.279556221,"Short",51,9,3.56602585870196,"Negative","Negative",-0.14860871512707,0.462947014808533,"Negative","Negative",-0.313480182711053,"Coloring Learn","FAMILY",4.4147324296,5316,"5000000+","Everyone",3.95124371858143
3722,NA,NA,4.431426258,"Long",160,21,3.1719579633875,"Positive","Positive",0.129601897310287,0.723054999610722,"Positive","Neutral",0.00913259825881352,"Bank of America Mobile Banking","FINANCE",4.517926432375,147566,"10000000+","Everyone",5.08140436498446
5372,NA,NA,4.527686217,"Long",128,15,3.45222943254687,"Positive","Positive",0.19119619263055,0.56363596529837,"Positive","Positive",0.129715219866174,"Block Puzzle","GAME",4.60496675946875,938508,"5000000+","Everyone",4.85981240436167
4432,NA,NA,4.465854069,"Long",130,23,2.95382215907692,"Positive","Neutral",0.0781419427875412,0.560115099067684,"Positive","Neutral",0.0621115023468664,"Crossy Road","GAME",4.55316665718919,351879,"100000000+","Everyone",4.87519732320115
2700,NA,NA,4.353097329,"Short",86,10,3.60598555674426,"Negative","Negative",-0.359286241260468,0.350999071931546,"Negative","Neutral",-0.177760843064688,"Candy Crush Saga","FAMILY",4.48420258955556,64919,"500000000+","Everyone",4.46590811865458
6064,51,"Male",4.517143988,"Short",79,11,2.87836425428148,"Negative","Negative",-0.284607472682058,0.572904750577054,"Positive","Positive",0.114019715809321,"Fruits Bomb","GAME",4.62688470366667,3737752,"10000000+","Everyone",4.38202663467388
3132,NA,NA,4.420981415,"Long",103,22,2.94796111247961,"Positive","Neutral",0.0546686501591152,0.56139669601616,"Negative","Neutral",-0.107236981317319,"Angry Birds Rio","GAME",4.49741011975,90688,"100000000+","Everyone",4.64439089914137
5049,26,"Male",4.485370139,"Short",53,8,3.94744852282642,"Negative","Neutral",-0.0401599424378273,0.484569750345455,"Positive","Neutral",0.0660504990555679,"Farming Simulator 1 ","FAMILY",4.57904709685714,701511,"10000000+","Everyone",3.98898404656427
6058,NA,NA,4.572910616,"Short",84,13,3.54788713577619,"Positive","Positive",0.259997658513177,0.569100365942547,"Positive","Positive",0.196310580509985,"Fruits Bomb","GAME",4.62688470366667,3628718,"10000000+","Everyone",4.44265125649032
4023,NA,NA,4.456028875,"Long",150,19,3.37833994316,"Negative","Negative",-0.224067088995978,0.567800524295879,"Negative","Neutral",-0.0590910513473268,"Agario","GAME",4.5087803505,226377,"100000000+","Everyone",5.01727983681492
6614,NA,NA,4.669946387,"Short",63,9,3.49252071706667,"Positive","Positive",0.432634441958954,0.597016470139461,"Positive","Positive",0.592791770710172,"Baby ABC in box Kids alphabet games for toddlers","FAMILY",4.75472719742105,52630917,"1000000+","Everyone",4.15888308335967
288,NA,NA,4.166141249,"Short",33,5,4.27622550671515,"Negative","Negative",-0.401394194644636,0.533042343171431,"Negative","Negative",-0.52925700968186,"Dr Panda Town Vacation","FAMILY",4.292733343,846,"1000000+","Everyone",3.52636052461616
5808,NA,NA,4.517494909,"Short",54,4,4.32259590568276,"Negative","Negative",-0.115837440578162,0.215502132633552,"Positive","Positive",0.186288270193315,"Educational Games for Kids","FAMILY",4.61783700506667,1814438,"1000000+","Everyone",4.00733318523247
1790,NA,NA,4.283132402,"Long",389,46,3.12077055367473,"Negative","Negative",-0.484243996593141,0.588653408747379,"Negative","Negative",-0.281860155030716,"Citizens Bank Mobile Banking","FINANCE",4.42037967042857,16062,"1000000+","Everyone",5.96614673912369
862,NA,NA,4.239737465,"Long",135,16,3.32532172712727,"Negative","Negative",-0.42887259559532,0.28983284963911,"Negative","Negative",-0.386306569534495,"Baby puzzles","FAMILY",4.39408853264286,3929,"5000000+","Everyone",4.91265488573605
5875,NA,NA,4.519377722,"Short",52,5,4.01968136157778,"Negative","Neutral",-0.00216060836073284,0.458110859059352,"Positive","Positive",0.232429018312153,"A Mobile","FINANCE",4.56372142882353,1852484,"10000+","Everyone",3.97029191355212
2372,NA,NA,4.344126359,"Long",92,16,3.13924156048261,"Negative","Negative",-0.26870254059031,0.486277082536754,"Negative","Negative",-0.216595387409556,"Cut the Rope FULL FREE","FAMILY",4.47265037566667,39223,"100000000+","Everyone",4.53259949315326
2281,NA,NA,4.344517785,"Long",125,17,3.61318195532,"Negative","Negative",-0.239976640633851,0.350757899281485,"Negative","Neutral",-0.199542850769199,"Fresh EBT Food Stamp Balance","FINANCE",4.4785960875,27890,"1000000+","Everyone",4.83628190695148
1544,32,"Male",4.326183213,"Long",127,17,3.34077627667244,"Positive","Neutral",0.0587972092736753,0.557653994573159,"Negative","Neutral",-0.179837426244515,"BankMobile Vibe App","FINANCE",4.430515906,11555,"1000000+","Everyone",4.85203026391962
4164,NA,NA,4.4749304,"Long",156,20,3.18209944451795,"Positive","Positive",0.223793890240294,0.553032894719228,"Positive","Neutral",0.0192185767110724,"Find a Way Addictive Puzzle","FAMILY",4.57367128333333,208322,"500000+","Everyone",5.05624580534831
292,NA,NA,4.19125413,"Short",21,4,4.33286668895238,"Negative","Negative",-0.103990884533918,0.326115723835236,"Negative","Negative",-0.481715066282306,"Dr Panda Town Vacation","FAMILY",4.292733343,860,"1000000+","Everyone",3.09104245335832
836,17,"Male",4.273964229,"Long",97,18,2.99872876576289,"Negative","Neutral",-0.0992650815382609,0.480649877672698,"Negative","Negative",-0.330528567929895,"Candy Day","FAMILY",4.4117660381,3744,"1000000+","Everyone",4.58496747867057
3879,71,"Male",4.419719854,"Long",170,20,3.21273514358621,"Negative","Negative",-0.467482881961599,0.54411761068623,"Negative","Neutral",-0.117101339409487,"Hello Kitty Nail Salon","GAME",4.50356154306667,174182,"50000000+","Everyone",5.14166355650266
4780,42,"Female",4.510315015,"Short",82,13,3.30063375890732,"Positive","Positive",0.416076829081024,0.688711608866492,"Positive","Positive",0.208332638373407,"ABCmousecom","FAMILY",4.54670112775,428738,"5000000+","Everyone",4.4188406077966
700,NA,NA,4.245683323,"Short",31,5,3.99777136309032,"Negative","Negative",-0.225188853394584,0.539282634313244,"Negative","Negative",-0.345741957730073,"Educational Games  Kids","FAMILY",4.38458602946154,2812,"5000000+","Everyone",3.46573590279973
494,NA,NA,4.226177487,"Long",191,27,3.16707667667644,"Negative","Negative",-0.19836928078634,0.512236429752366,"Negative","Negative",-0.429480661897465,"Dr Panda Restaurant 3","FAMILY",4.3562600930625,1712,"1000000+","Everyone",5.25749537202778
3817,60,"Female",4.440476479,"Short",87,9,3.4512177504,"Negative","Negative",-0.307673101002551,0.447948597100996,"Negative","Neutral",-0.0885019468894944,"Cooking Madness A Chefs Restaurant Games","GAME",4.55062105666667,161351,"10000000+","Everyone",4.47733681447821
915,NA,NA,4.260669288,"Long",792,111,2.97779963145909,"Negative","Negative",-0.111365367828803,0.65067829935339,"Negative","Negative",-0.293198178801347,"Ecobank Mobile Banking","FINANCE",4.36838290183333,4349,"1000000+","Everyone",6.67582322163485
3472,NA,NA,4.424259319,"Long",354,50,3.23064566550395,"Negative","Negative",-0.223814010825203,0.719627445931904,"Negative","Neutral",-0.0878131605115495,"Cooking Fever","GAME",4.51845972737838,128953,"100000000+","Everyone",5.87211778947542
2775,NA,NA,4.374744323,"Short",71,13,3.2778201770169,"Negative","Negative",-0.12006622431245,0.423006781849092,"Negative","Neutral",-0.126676020360375,"Doctor Pets","FAMILY",4.46615687536364,49530,"1000000+","Everyone",4.27666611901606
5730,NA,NA,4.518806808,"Long",520,57,3.33518750421818,"Negative","Neutral",-0.0869586889481797,0.475929293104994,"Positive","Positive",0.109635035908758,"Branch","FINANCE",4.62334156871429,1732869,"1000000+","Everyone",6.25575004175337
5371,NA,NA,4.485579772,"Short",0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Block Puzzle","GAME",4.60496675946875,938039,"5000000+","Everyone",0
4936,NA,NA,4.48063706,"Long",302,42,2.95798549452715,"Positive","Neutral",0.056284625762592,0.641975001204389,"Positive","Positive",0.12943127512009,"Hello Kitty Lunchbox","FAMILY",4.5437438968125,524822,"5000000+","Everyone",5.71373280550937
3448,NA,NA,4.413634782,"Long",182,29,3.21286336992527,"Positive","Neutral",0.0965435391260712,0.640173443981774,"Positive","Neutral",-0.0325616278250644,"Cooking Fever","GAME",4.51845972737838,126136,"100000000+","Everyone",5.20948615284142
4934,NA,NA,4.488780099,"Long",271,46,2.97880652260148,"Positive","Positive",0.124953934371272,0.673798083887061,"Positive","Neutral",0.0610075941064165,"Hello Kitty Lunchbox","FAMILY",4.5437438968125,524152,"5000000+","Everyone",5.605802066296
2914,NA,NA,4.364835196,"Short",85,13,3.2600929508,"Negative","Negative",-0.152609253069795,0.652586125497622,"Negative","Neutral",-0.063815556312512,"A Word A Day","FAMILY",4.420629302,51915,"500000+","Everyone",4.45434729625351
3858,NA,NA,4.420170883,"Short",47,7,4.09546678713617,"Positive","Neutral",0.00779829917615826,0.346719279914929,"Positive","Neutral",-0.0144932882821279,"Checkers вп","FAMILY",4.49208378270588,135088,"1000000+","Everyone",3.87120101090789
2048,24,"Male",4.337797656,"Short",96,13,3.6120286271,"Negative","Negative",-0.122776158671766,0.574816522181811,"Negative","Neutral",-0.121250124926964,"Comptia A 220901 220902","FAMILY",4.4600638015,17441,"10000+","Everyone",4.57471097850338
6425,25,"Male",4.577745885,"Long",107,15,3.17138257359024,"Positive","Neutral",0.0620669538070677,0.50436956015176,"Positive","Positive",0.352758621703024,"Color Road","GAME",4.63403603466667,12075869,"10000000+","Everyone",4.68213122712422
40,19,"Male",4.105935343,"Short",50,7,3.7089035448,"Negative","Negative",-0.569760157882627,0.41308087722046,"Negative","Negative",-0.710104409671302,"Hay Day","FAMILY",4.27425681628125,118,"100000000+","Everyone",3.93182563272433
273,NA,NA,4.169577298,"Long",459,77,3.02766700617211,"Negative","Negative",-0.327154881606163,0.809698677263643,"Negative","Negative",-0.552736326072398,"Dr Panda Town Vacation","FAMILY",4.292733343,791,"1000000+","Everyone",6.13122648948314
3053,76,"Female",4.361325002,"Short",110,12,3.67545030581176,"Negative","Negative",-0.466709112436485,0.452351666069256,"Negative","Neutral",-0.172405835494657,"Credit Sesame","FINANCE",4.4852087938,66501,"1000000+","Everyone",4.70953020131233
4239,NA,NA,4.470545394,"Short",53,9,3.50350796241132,"Positive","Positive",0.221147043110563,0.532396682914465,"Positive","Neutral",0.0594239828672769,"Dude Perfect 2","GAME",4.54596574329412,255457,"10000000+","Everyone",3.98898404656427
4903,NA,NA,4.465795226,"Long",163,18,3.2985212971942,"Negative","Negative",-0.170059925539785,0.624841546476541,"Positive","Neutral",0.0760352530536985,"Altos Adventure","GAME",4.58076788752941,568608,"10000000+","Everyone",5.0998664278242
3482,NA,NA,4.435482918,"Short",39,6,3.8548848727641,"Negative","Negative",-0.130460014829104,0.338182642014962,"Negative","Neutral",-0.0896135383811147,"Cooking Fever","GAME",4.51845972737838,130245,"100000000+","Everyone",3.68887945411394
267,NA,NA,4.210148265,"Long",234,44,2.88267024001709,"Negative","Neutral",-0.0697698781814022,0.713642251485272,"Negative","Negative",-0.444158654101904,"H TV","FAMILY",4.33725532190909,875,"5000000+","Everyone",5.45958551414416
2019,58,"Male",4.318649062,"Long",128,15,3.37111175229515,"Negative","Negative",-0.402717771383204,0.63222438415728,"Negative","Neutral",-0.209855852672256,"Bubble Witch 3 Saga","GAME",4.48915060455556,26939,"50000000+","Everyone",4.85981240436167
1661,NA,NA,4.316500322,"Short",84,12,3.2868947509619,"Negative","Neutral",-0.0941130851196728,0.578397038437698,"Negative","Negative",-0.264688018433635,"Helix Jump","GAME",4.42483782772414,17445,"100000000+","Everyone",4.44265125649032
2454,NA,NA,4.322403744,"Short",96,11,3.74494936413521,"Negative","Negative",-0.580964763497257,0.603864884816671,"Negative","Negative",-0.337753925110906,"Happy Fruits Bomb Cube Blast","FAMILY",4.48475867476923,30311,"500000+","Everyone",4.57471097850338
5032,NA,NA,4.489089712,"Long",361,50,3.13853373631801,"Positive","Neutral",0.0633373381518101,0.724522423767428,"Positive","Positive",0.115792188635025,"COOKING MAMA Lets Cook","FAMILY",4.55771484085714,688963,"10000000+","Everyone",5.89164421182577
4997,NA,NA,4.448208821,"Long",0,0,NA,NA,NA,NA,NA,NA,NA,NA,"Citibanamex Movil","FINANCE",4.4854329085,576529,"5000000+","Everyone",0
51,72,"Female",4.119963772,"Short",52,9,3.16740870753846,"Negative","Negative",-0.494594476892534,0.258803715604017,"Negative","Negative",-0.687213644678731,"Hay Day","FAMILY",4.27425681628125,165,"100000000+","Everyone",3.97029191355212
4414,NA,NA,4.441223946,"Short",59,6,3.87510265322353,"Negative","Negative",-0.160732353525123,0.437825088270579,"Positive","Neutral",0.0182943688375297,"Crossy Road","GAME",4.55316665718919,346666,"100000000+","Everyone",4.0943445622221
4647,24,"Female",4.474895786,"Short",38,6,3.44872810218947,"Negative","Neutral",-0.000451640768329487,0.173077577957479,"Positive","Neutral",0.0360902034538175,"Dog Run Pet Dog Simulator","GAME",4.58168453057143,365866,"10000000+","Everyone",3.66356164612965
1235,NA,NA,4.266641145,"Short",32,5,3.77205054035,"Negative","Negative",-0.416298093443722,0.436293649418599,"Negative","Negative",-0.415739825007501,"Candy Crush Jelly Saga","GAME",4.41509325025,9711,"50000000+","Everyone",3.49650756146648
4972,NA,NA,4.430402824,"Long",118,15,3.4468169655785,"Negative","Negative",-0.31966500557834,0.707801571844644,"Positive","Neutral",0.0683855893802541,"Citibanamex Movil","FINANCE",4.4854329085,553501,"5000000+","Everyone",4.77912349311153
628,NA,NA,4.256701756,"Short",14,2,5.95891161417143,"Negative","Negative",-0.106064057698921,0.492904761029346,"Negative","Negative",-0.302313136640095,"Candy Smash","FAMILY",4.39889448376923,2384,"1000000+","Everyone",2.70805020110221
24,NA,NA,4.102114297,"Short",32,5,3.8926472823,"Negative","Negative",-0.388010765372199,0.460417537236805,"Negative","Negative",-0.755071788152199,"Hay Day","FAMILY",4.27425681628125,74,"100000000+","Everyone",3.49650756146648
3397,NA,NA,4.431589436,"Long",119,19,3.15722795678319,"Negative","Neutral",-0.0626610115534061,0.401545639016456,"Negative","Neutral",-0.0696402191926214,"Cooking Fever","GAME",4.51845972737838,119588,"100000000+","Everyone",4.78749174278205
2895,22,"Female",4.401868853,"Short",92,13,3.55455394005217,"Negative","Neutral",-0.025725085000364,0.492577774787541,"Negative","Neutral",-0.0789524226165706,"Experian Free Credit Report","FINANCE",4.51015649822222,57016,"1000000+","Everyone",4.53259949315326
572,NA,NA,4.256786702,"Long",207,30,3.0185052251314,"Negative","Neutral",-0.0724442633520248,0.496242990935141,"Negative","Negative",-0.443421817360961,"Blossom Blast Saga","GAME",4.39207591094118,2697,"10000000+","Everyone",5.33753807970132
5521,49,"Male",4.505022674,"Short",73,8,3.78818322599452,"Negative","Neutral",-0.0543506672272684,0.396767499073924,"Positive","Positive",0.132656027560719,"Candy Crush Soda Saga","GAME",4.58946195102941,1535436,"100000000+","Everyone",4.30406509320417
5753,71,"Female",4.592502407,"Short",63,10,3.53662414784762,"Positive","Positive",0.643382704621786,0.767506063544711,"Positive","Positive",0.312323838583374,"Branch","FINANCE",4.62334156871429,1834415,"1000000+","Everyone",4.15888308335967
3416,NA,NA,4.422157222,"Long",126,21,3.11809254524444,"Negative","Negative",-0.190206291345722,0.459996747269279,"Negative","Neutral",-0.0944944005509567,"Cooking Fever","GAME",4.51845972737838,121594,"100000000+","Everyone",4.84418708645859
3715,NA,NA,4.41707537,"Short",93,12,3.16529178301177,"Negative","Negative",-0.401743037948451,0.363359187364863,"Negative","Neutral",-0.0836228997960512,"Dr Panda Totos Treehouse","FAMILY",4.51687297466667,116472,"50000+","Everyone",4.54329478227
1634,NA,NA,4.308841785,"Short",62,9,3.5753630976,"Negative","Negative",-0.161549426614346,0.533681384109641,"Negative","Negative",-0.265420424390489,"Helix Jump","GAME",4.42483782772414,16911,"100000000+","Everyone",4.14313472639153
3417,NA,NA,4.427985752,"Long",116,22,3.10865896981724,"Negative","Negative",-0.128839643626885,0.406179514980031,"Negative","Neutral",-0.0723656040063366,"Cooking Fever","GAME",4.51845972737838,121804,"100000000+","Everyone",4.76217393479776
3120,NA,NA,4.388639292,"Long",240,35,3.05640777207907,"Negative","Negative",-0.261595389029066,0.561267573187377,"Negative","Neutral",-0.14185482694652,"Angry Birds Rio","GAME",4.49741011975,89470,"100000000+","Everyone",5.48479693349065
5930,34,"Female",4.564058706,"Short",24,3,4.84945164555,"Positive","Positive",0.437869194172667,0.675361103890304,"Positive","Positive",0.412601470515592,"A Mobile","FINANCE",4.56372142882353,2126144,"10000+","Everyone",3.2188758248682
504,NA,NA,4.220720202,"Long",94,16,3.13971326137872,"Negative","Negative",-0.281153264887096,0.485126093117541,"Negative","Negative",-0.448005506420525,"Dr Panda Restaurant 3","FAMILY",4.3562600930625,1779,"1000000+","Everyone",4.55387689160054
3050,NA,NA,4.400471817,"Long",139,16,3.51255486716259,"Negative","Neutral",-0.0570228726629252,0.493761448577809,"Negative","Neutral",-0.0968161985233741,"Credit Sesame","FINANCE",4.4852087938,66262,"1000000+","Everyone",4.9416424226093
6630,67,"Female",4.664596712,"Long",162,21,3.25787340043457,"Positive","Positive",0.297635701218715,0.50190488399189,"Positive","Positive",0.539841953104359,"Baby ABC in box Kids alphabet games for toddlers","FAMILY",4.75472719742105,67743547,"1000000+","Everyone",5.09375020080676
3240,17,"Male",4.434738471,"Long",106,17,3.08078967116226,"Positive","Neutral",0.0806282739542072,0.485480620727937,"Negative","Neutral",-0.0785266693693463,"CreditWise from Capital One","FINANCE",4.52161800515385,79854,"1000000+","Everyone",4.67282883446191
514,48,"Female",4.205896864,"Long",160,21,3.08781125394074,"Negative","Negative",-0.454179656628529,0.457977740464899,"Negative","Negative",-0.433642647686809,"Dr Panda Restaurant 3","FAMILY",4.3562600930625,1837,"1000000+","Everyone",5.08140436498446
3189,25,"Male",4.383868198,"Short",73,6,3.89134671619167,"Negative","Negative",-0.402081775675584,0.336956597318359,"Negative","Neutral",-0.145180037545051,"Build a Bridge","FAMILY",4.5195836475,85928,"10000000+","Everyone",4.30406509320417
4455,NA,NA,4.432915887,"Long",127,15,3.03374944696471,"Negative","Negative",-0.285234446747726,0.346287006400531,"Positive","Neutral",0.00847881179773879,"Garden Fruit Legend","FAMILY",4.56537788835714,255459,"500000+","Everyone",4.85203026391962
3922,NA,NA,4.440241549,"Short",13,2,5.728496228,"Positive","Positive",0.249106489950354,0.556595524701087,"Positive","Neutral",0.0355400620689641,"A Call From Santa Claus","FAMILY",4.47494400333333,144315,"1000000+","Everyone",2.63905732961526
3254,NA,NA,4.399770231,"Long",120,17,3.47339931615,"Positive","Neutral",0.0534052776924623,0.731166839201206,"Positive","Neutral",0.00647231272863014,"CreditWise from Capital One","FINANCE",4.52161800515385,81280,"1000000+","Everyone",4.79579054559674
1785,NA,NA,4.327000483,"Long",245,36,3.27768034111837,"Negative","Neutral",-0.0112189359713151,0.57168636064679,"Negative","Negative",-0.258598964627047,"Citizens Bank Mobile Banking","FINANCE",4.42037967042857,15963,"1000000+","Everyone",5.50533153593236
5366,NA,NA,4.497915408,"Short",82,8,3.37419230501053,"Negative","Neutral",-0.0993477682897611,0.493111973513961,"Positive","Neutral",0.0825810990064104,"Block Puzzle","GAME",4.60496675946875,934943,"5000000+","Everyone",4.4188406077966
1765,NA,NA,4.312049082,"Long",142,25,3.08080537293521,"Negative","Negative",-0.287879885749733,0.567301832618135,"Negative","Negative",-0.279822342382187,"Bubble Shooter","GAME",4.45820922826471,17433,"10000000+","Everyone",4.96284463025991
3219,NA,NA,4.42864751,"Short",47,8,3.30236482486809,"Positive","Neutral",0.0394843539415075,0.238232539269776,"Negative","Neutral",-0.0590857231694888,"Build a Bridge","FAMILY",4.5195836475,87912,"10000000+","Everyone",3.87120101090789
13,NA,NA,4.053022922,"Short",57,4,4.4615239371625,"Negative","Negative",-0.766131244512197,0.253108637220803,"Negative","Negative",-0.883128084374502,"Hay Day","FAMILY",4.27425681628125,43,"100000000+","Everyone",4.06044301054642
4382,NA,NA,4.457637395,"Short",32,5,3.767135315825,"Positive","Neutral",0.014552059869597,0.525520009321655,"Positive","Neutral",0.00740296935168261,"Crossy Road","GAME",4.55316665718919,336181,"100000000+","Everyone",3.49650756146648
5411,NA,NA,4.539422249,"Long",242,30,3.2143622126281,"Positive","Positive",0.295733113125214,0.445711014438533,"Positive","Positive",0.168838121012997,"Block Puzzle","GAME",4.60496675946875,1004967,"5000000+","Everyone",5.49306144334055
3004,NA,NA,4.397492123,"Short",28,4,4.19234585947143,"Negative","Neutral",-0.0534169353625266,0.451121418098257,"Negative","Neutral",-0.0662806782109907,"Amex Mobile","FINANCE",4.48386562557143,63621,"1000000+","Everyone",3.36729582998647
4073,NA,NA,4.447622232,"Long",390,75,2.81222143891282,"Positive","Neutral",0.0540831797913619,0.531717233669285,"Positive","Neutral",-0.0116693072074536,"Angry Birds 2","FAMILY",4.55110242292308,235982,"100000000+","Everyone",5.96870755998537
4943,NA,NA,4.478597331,"Long",220,43,2.93363604824545,"Positive","Neutral",0.0322036174260669,0.457805640971985,"Positive","Positive",0.119712589784576,"Hello Kitty Lunchbox","FAMILY",4.5437438968125,532749,"5000000+","Everyone",5.39816270151775
4050,60,"Male",4.439286052,"Long",158,23,3.22545946509367,"Positive","Neutral",0.08238752650445,0.573511381726462,"Positive","Neutral",-0.0134382107470662,"Agario","GAME",4.5087803505,231006,"100000000+","Everyone",5.06890420222023
167,NA,NA,4.177849593,"Long",131,20,3.26024501624733,"Negative","Negative",-0.390158928286845,0.291971603650743,"Negative","Negative",-0.58321662779659,"Color by Number Draw Sandbox Pixel Art","FAMILY",4.35562015441176,426,"1000000+","Everyone",4.88280192258637
