"Id","AgeReviewer","GenderReviewer","RevRating","RevType","RevLen","WordCount","AvgWordLen","SentiG2","SentiG3","SentiGPol","SentiGSub","SentiR2","SentiR3","SentiRPol","App","AppCat","AppRating","nReviews","nInstalls","ContRating","lRevLen"
4164,NA,NA,4.4749304,"Long",156,20,3.18209944451795,"Positive","Positive",0.00611133860389342,0.553032894719228,"Positive","Neutral",0.0192185767110724,"Find a Way Addictive Puzzle","FAMILY",4.49467128333333,208322,"500000+","Mature",5.05624580534831
292,NA,NA,4.19125413,"Short",13,4,4.33286668895238,"Negative","Negative",-0.497161354708332,0.326115723835236,"Negative","Negative",-0.481715066282306,"Dr Panda Town Vacation","FAMILY",4.213733343,860,"1000000+","Teen",2.63905732961526
836,17,"Male",4.273964229,"Long",87,18,2.99872876576289,"Negative","Neutral",-0.331157834946215,0.480649877672698,"Negative","Negative",-0.330528567929895,"Candy Day","FAMILY",4.3327660381,3744,"1000000+","Teen",4.47733681447821
3879,71,"Male",4.419719854,"Long",160,20,3.21273514358621,"Negative","Negative",-0.112455201642461,0.54411761068623,"Negative","Neutral",-0.117101339409487,"Hello Kitty Nail Salon","GAME",4.42456154306667,174182,"50000000+","Mature",5.08140436498446
4780,42,"Female",4.510315015,"Short",82,13,3.30063375890732,"Positive","Positive",0.225282565329967,0.688711608866492,"Positive","Positive",0.208332638373407,"ABCmousecom","FAMILY",4.46770112775,428738,"5000000+","Mature",4.4188406077966
700,NA,NA,4.245683323,"Short",21,5,3.99777136309032,"Negative","Negative",-0.37229705512426,0.539282634313244,"Negative","Negative",-0.345741957730073,"Educational Games  Kids","FAMILY",4.30558602946154,2812,"5000000+","Mature",3.09104245335832
494,NA,NA,4.226177487,"Long",187,27,3.16707667667644,"Negative","Negative",-0.39586243837057,0.512236429752366,"Negative","Negative",-0.429480661897465,"Dr Panda Restaurant 3","FAMILY",4.2772600930625,1712,"1000000+","Teen",5.23644196282995
3817,60,"Female",4.440476479,"Short",72,9,3.4512177504,"Negative","Negative",-0.102859963069025,0.447948597100996,"Negative","Neutral",-0.0885019468894944,"Cooking Madness A Chefs Restaurant Games","GAME",4.47162105666667,161351,"10000000+","Teen",4.29045944114839
915,NA,NA,4.260669288,"Long",771,111,2.97779963145909,"Negative","Negative",-0.262276973649396,0.65067829935339,"Negative","Negative",-0.293198178801347,"Ecobank Mobile Banking","FINANCE",4.28938290183333,4349,"1000000+","Teen",6.64898455002478
3472,NA,NA,4.424259319,"Long",347,50,3.23064566550395,"Negative","Negative",-0.105122579047438,0.719627445931904,"Negative","Neutral",-0.0878131605115495,"Cooking Fever","GAME",4.43945972737838,128953,"100000000+","Mature",5.85220247977447
2775,NA,NA,4.374744323,"Short",65,13,3.2778201770169,"Negative","Negative",-0.135131773710468,0.423006781849092,"Negative","Neutral",-0.126676020360375,"Doctor Pets","FAMILY",4.38715687536364,49530,"1000000+","Teen",4.18965474202643
5730,NA,NA,4.518806808,"Long",503,57,3.33518750421818,"Negative","Neutral",0.121871831924224,0.475929293104994,"Positive","Positive",0.109635035908758,"Branch","FINANCE",4.54434156871429,1732869,"1000000+","Teen",6.22257626807137
5371,NA,NA,4.485579772,"Short",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Block Puzzle","GAME",4.52596675946875,938039,"5000000+","Teen",NA
4936,NA,NA,4.48063706,"Long",302,42,2.95798549452715,"Positive","Neutral",0.133146965172213,0.641975001204389,"Positive","Positive",0.12943127512009,"Hello Kitty Lunchbox","FAMILY",4.4647438968125,524822,"5000000+","Teen",5.71373280550937
3448,NA,NA,4.413634782,"Long",182,29,3.21286336992527,"Positive","Neutral",-0.0466226001789117,0.640173443981774,"Positive","Neutral",-0.0325616278250644,"Cooking Fever","GAME",4.43945972737838,126136,"100000000+","Teen",5.20948615284142
4934,NA,NA,4.488780099,"Long",271,46,2.97880652260148,"Positive","Positive",0.0463558259657129,0.673798083887061,"Positive","Neutral",0.0610075941064165,"Hello Kitty Lunchbox","FAMILY",4.4647438968125,524152,"5000000+","Teen",5.605802066296
2914,NA,NA,4.364835196,"Short",68,13,3.2600929508,"Negative","Negative",-0.0532176758889601,0.652586125497622,"Negative","Neutral",-0.063815556312512,"A Word A Day","FAMILY",4.341629302,51915,"500000+","Mature",4.23410650459726
3858,NA,NA,4.420170883,"Short",47,7,4.09546678713617,"Positive","Neutral",-0.0138422102750997,0.346719279914929,"Positive","Neutral",-0.0144932882821279,"Checkers вп","FAMILY",4.41308378270588,135088,"1000000+","Teen",3.87120101090789
2048,24,"Male",4.337797656,"Short",81,13,3.6120286271,"Negative","Negative",-0.113981451726394,0.574816522181811,"Negative","Neutral",-0.121250124926964,"Comptia A 220901 220902","FAMILY",4.3810638015,17441,"10000+","Teen",4.40671924726425
6425,25,"Male",4.577745885,"Long",107,15,3.17138257359024,"Positive","Neutral",0.338827635724483,0.50436956015176,"Positive","Positive",0.352758621703024,"Color Road","GAME",4.55503603466667,12075869,"10000000+","Teen",4.68213122712422
40,19,"Male",4.105935343,"Short",47,7,3.7089035448,"Negative","Negative",-0.697443591194123,0.41308087722046,"Negative","Negative",-0.710104409671302,"Hay Day","FAMILY",4.19525681628125,118,"100000000+","Mature",3.87120101090789
273,NA,NA,4.169577298,"Long",443,77,3.02766700617211,"Negative","Negative",-0.54791424116602,0.809698677263643,"Negative","Negative",-0.552736326072398,"Dr Panda Town Vacation","FAMILY",4.213733343,791,"1000000+","Teen",6.09582456243222
3053,76,"Female",4.361325002,"Short",95,12,3.67545030581176,"Negative","Negative",-0.154776838509014,0.452351666069256,"Negative","Neutral",-0.172405835494657,"Credit Sesame","FINANCE",4.4062087938,66501,"1000000+","Mature",4.56434819146784
4239,NA,NA,4.470545394,"Short",53,9,3.50350796241132,"Positive","Positive",0.0641875057095351,0.532396682914465,"Positive","Neutral",0.0594239828672769,"Dude Perfect 2","GAME",4.46696574329412,255457,"10000000+","Mature",3.98898404656427
4903,NA,NA,4.465795226,"Long",151,18,3.2985212971942,"Negative","Negative",0.121977548316317,0.624841546476541,"Positive","Neutral",0.0760352530536985,"Altos Adventure","GAME",4.50176788752941,568608,"10000000+","Teen",5.02388052084628
3482,NA,NA,4.435482918,"Short",18,6,3.8548848727641,"Negative","Negative",-0.0899840022302475,0.338182642014962,"Negative","Neutral",-0.0896135383811147,"Cooking Fever","GAME",4.43945972737838,130245,"100000000+","Teen",2.94443897916644
267,NA,NA,4.210148265,"Long",213,44,2.88267024001709,"Negative","Neutral",-0.447767413695795,0.713642251485272,"Negative","Negative",-0.444158654101904,"H TV","FAMILY",4.25825532190909,875,"5000000+","Mature",5.36597601502185
2019,58,"Male",4.318649062,"Long",121,15,3.37111175229515,"Negative","Negative",-0.184635300952934,0.63222438415728,"Negative","Neutral",-0.209855852672256,"Bubble Witch 3 Saga","GAME",4.41015060455556,26939,"50000000+","Mature",4.80402104473326
1661,NA,NA,4.316500322,"Short",70,12,3.2868947509619,"Negative","Neutral",-0.226105707116404,0.578397038437698,"Negative","Negative",-0.264688018433635,"Helix Jump","GAME",4.34583782772414,17445,"100000000+","Teen",4.26267987704132
2454,NA,NA,4.322403744,"Short",78,11,3.74494936413521,"Negative","Negative",-0.337440423412488,0.603864884816671,"Negative","Negative",-0.337753925110906,"Happy Fruits Bomb Cube Blast","FAMILY",4.40575867476923,30311,"500000+","Teen",4.36944785246702
5032,NA,NA,4.489089712,"Long",361,50,3.13853373631801,"Positive","Neutral",0.0982115720526749,0.724522423767428,"Positive","Positive",0.115792188635025,"COOKING MAMA Lets Cook","FAMILY",4.47871484085714,688963,"10000000+","Teen",5.89164421182577
4997,NA,NA,4.448208821,"Long",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"Citibanamex Movil","FINANCE",4.4064329085,576529,"5000000+","Teen",NA
51,72,"Female",4.119963772,"Short",39,9,3.16740870753846,"Negative","Negative",-0.670756000909075,0.258803715604017,"Negative","Negative",-0.687213644678731,"Hay Day","FAMILY",4.19525681628125,165,"100000000+","Mature",3.68887945411394
4414,NA,NA,4.441223946,"Short",44,6,3.87510265322353,"Negative","Negative",0.0485500156425683,0.437825088270579,"Positive","Neutral",0.0182943688375297,"Crossy Road","GAME",4.47416665718919,346666,"100000000+","Mature",3.80666248977032
4647,24,"Female",4.474895786,"Short",28,6,3.44872810218947,"Negative","Neutral",0.0434916086612181,0.173077577957479,"Positive","Neutral",0.0360902034538175,"Dog Run Pet Dog Simulator","GAME",4.50268453057143,365866,"10000000+","Teen",3.36729582998647
1235,NA,NA,4.266641145,"Short",13,5,3.77205054035,"Negative","Negative",-0.416571067666595,0.436293649418599,"Negative","Negative",-0.415739825007501,"Candy Crush Jelly Saga","GAME",4.33609325025,9711,"50000000+","Teen",2.63905732961526
4972,NA,NA,4.430402824,"Long",99,15,3.4468169655785,"Negative","Negative",0.0514634491541161,0.707801571844644,"Positive","Neutral",0.0683855893802541,"Citibanamex Movil","FINANCE",4.4064329085,553501,"5000000+","Mature",4.60517018598809
628,NA,NA,4.256701756,"Short",5,2,5.95891161417143,"Negative","Negative",-0.329087190060127,0.492904761029346,"Negative","Negative",-0.302313136640095,"Candy Smash","FAMILY",4.31989448376923,2384,"1000000+","Mature",1.79175946922805
24,NA,NA,4.102114297,"Short",17,5,3.8926472823,"Negative","Negative",-0.781973308950932,0.460417537236805,"Negative","Negative",-0.755071788152199,"Hay Day","FAMILY",4.19525681628125,74,"100000000+","Mature",2.89037175789616
3397,NA,NA,4.431589436,"Long",100,19,3.15722795678319,"Negative","Neutral",-0.0709189938282867,0.401545639016456,"Negative","Neutral",-0.0696402191926214,"Cooking Fever","GAME",4.43945972737838,119588,"100000000+","Mature",4.61512051684126
2895,22,"Female",4.401868853,"Short",90,13,3.55455394005217,"Negative","Neutral",-0.0694901544340982,0.492577774787541,"Negative","Neutral",-0.0789524226165706,"Experian Free Credit Report","FINANCE",4.43115649822222,57016,"1000000+","Mature",4.51085950651685
572,NA,NA,4.256786702,"Long",189,30,3.0185052251314,"Negative","Neutral",-0.458946037387263,0.496242990935141,"Negative","Negative",-0.443421817360961,"Blossom Blast Saga","GAME",4.31307591094118,2697,"10000000+","Mature",5.24702407216049
5521,49,"Male",4.505022674,"Short",62,8,3.78818322599452,"Negative","Neutral",0.130293184588587,0.396767499073924,"Positive","Positive",0.132656027560719,"Candy Crush Soda Saga","GAME",4.51046195102941,1535436,"100000000+","Mature",4.14313472639153
5753,71,"Female",4.592502407,"Short",63,10,3.53662414784762,"Positive","Positive",0.305479362998774,0.767506063544711,"Positive","Positive",0.312323838583374,"Branch","FINANCE",4.54434156871429,1834415,"1000000+","Teen",4.15888308335967
3416,NA,NA,4.422157222,"Long",113,21,3.11809254524444,"Negative","Negative",-0.0648613345109024,0.459996747269279,"Negative","Neutral",-0.0944944005509567,"Cooking Fever","GAME",4.43945972737838,121594,"100000000+","Mature",4.7361984483945
3715,NA,NA,4.41707537,"Short",84,12,3.16529178301177,"Negative","Negative",-0.0231771157347526,0.363359187364863,"Negative","Neutral",-0.0836228997960512,"Dr Panda Totos Treehouse","FAMILY",4.43787297466667,116472,"50000+","Mature",4.44265125649032
1634,NA,NA,4.308841785,"Short",56,9,3.5753630976,"Negative","Negative",-0.277568065976917,0.533681384109641,"Negative","Negative",-0.265420424390489,"Helix Jump","GAME",4.34583782772414,16911,"100000000+","Teen",4.04305126783455
3417,NA,NA,4.427985752,"Long",110,22,3.10865896981724,"Negative","Negative",-0.0879529453481519,0.406179514980031,"Negative","Neutral",-0.0723656040063366,"Cooking Fever","GAME",4.43945972737838,121804,"100000000+","Teen",4.70953020131233
3120,NA,NA,4.388639292,"Long",222,35,3.05640777207907,"Negative","Negative",-0.171899367088118,0.561267573187377,"Negative","Neutral",-0.14185482694652,"Angry Birds Rio","GAME",4.41841011975,89470,"100000000+","Teen",5.40717177146012
5930,34,"Female",4.564058706,"Short",24,3,4.84945164555,"Positive","Positive",0.417987901375602,0.675361103890304,"Positive","Positive",0.412601470515592,"A Mobile","FINANCE",4.48472142882353,2126144,"10000+","Mature",3.2188758248682
504,NA,NA,4.220720202,"Long",83,16,3.13971326137872,"Negative","Negative",-0.425635884948029,0.485126093117541,"Negative","Negative",-0.448005506420525,"Dr Panda Restaurant 3","FAMILY",4.2772600930625,1779,"1000000+","Teen",4.43081679884331
3050,NA,NA,4.400471817,"Long",120,16,3.51255486716259,"Negative","Neutral",-0.100341386254543,0.493761448577809,"Negative","Neutral",-0.0968161985233741,"Credit Sesame","FINANCE",4.4062087938,66262,"1000000+","Mature",4.79579054559674
6630,67,"Female",4.664596712,"Long",162,21,3.25787340043457,"Positive","Positive",0.548621833885944,0.50190488399189,"Positive","Positive",0.539841953104359,"Baby ABC in box Kids alphabet games for toddlers","FAMILY",4.67572719742105,67743547,"1000000+","Teen",5.09375020080676
3240,17,"Male",4.434738471,"Long",106,17,3.08078967116226,"Positive","Neutral",-0.0675179283206643,0.485480620727937,"Negative","Neutral",-0.0785266693693463,"CreditWise from Capital One","FINANCE",4.44261800515385,79854,"1000000+","Teen",4.67282883446191
514,48,"Female",4.205896864,"Long",158,21,3.08781125394074,"Negative","Negative",-0.430683894018925,0.457977740464899,"Negative","Negative",-0.433642647686809,"Dr Panda Restaurant 3","FAMILY",4.2772600930625,1837,"1000000+","Teen",5.06890420222023
3189,25,"Male",4.383868198,"Short",64,6,3.89134671619167,"Negative","Negative",-0.156934583556586,0.336956597318359,"Negative","Neutral",-0.145180037545051,"Build a Bridge","FAMILY",4.4405836475,85928,"10000000+","Teen",4.17438726989564
4455,NA,NA,4.432915887,"Long",107,15,3.03374944696471,"Negative","Negative",-0.0634357075577376,0.346287006400531,"Positive","Neutral",0.00847881179773879,"Garden Fruit Legend","FAMILY",4.48637788835714,255459,"500000+","Teen",4.68213122712422
3922,NA,NA,4.440241549,"Short",13,2,5.728496228,"Positive","Positive",0.00576782394370638,0.556595524701087,"Positive","Neutral",0.0355400620689641,"A Call From Santa Claus","FAMILY",4.39594400333333,144315,"1000000+","Teen",2.63905732961526
3254,NA,NA,4.399770231,"Long",120,17,3.47339931615,"Positive","Neutral",0.0111011084826666,0.731166839201206,"Positive","Neutral",0.00647231272863014,"CreditWise from Capital One","FINANCE",4.44261800515385,81280,"1000000+","Teen",4.79579054559674
1785,NA,NA,4.327000483,"Long",238,36,3.27768034111837,"Negative","Neutral",-0.272266848030282,0.57168636064679,"Negative","Negative",-0.258598964627047,"Citizens Bank Mobile Banking","FINANCE",4.34137967042857,15963,"1000000+","Mature",5.47646355193151
5366,NA,NA,4.497915408,"Short",75,8,3.37419230501053,"Negative","Neutral",0.0844472177624501,0.493111973513961,"Positive","Neutral",0.0825810990064104,"Block Puzzle","GAME",4.52596675946875,934943,"5000000+","Mature",4.33073334028633
1765,NA,NA,4.312049082,"Long",124,25,3.08080537293521,"Negative","Negative",-0.279902931886611,0.567301832618135,"Negative","Negative",-0.279822342382187,"Bubble Shooter","GAME",4.37920922826471,17433,"10000000+","Mature",4.8283137373023
3219,NA,NA,4.42864751,"Short",47,8,3.30236482486809,"Positive","Neutral",-0.0628807373677166,0.238232539269776,"Negative","Neutral",-0.0590857231694888,"Build a Bridge","FAMILY",4.4405836475,87912,"10000000+","Mature",3.87120101090789
13,NA,NA,4.053022922,"Short",42,4,4.4615239371625,"Negative","Negative",-0.875373161881887,0.253108637220803,"Negative","Negative",-0.883128084374502,"Hay Day","FAMILY",4.19525681628125,43,"100000000+","Teen",3.76120011569356
4382,NA,NA,4.457637395,"Short",32,5,3.767135315825,"Positive","Neutral",0.000786011424013175,0.525520009321655,"Positive","Neutral",0.00740296935168261,"Crossy Road","GAME",4.47416665718919,336181,"100000000+","Teen",3.49650756146648
5411,NA,NA,4.539422249,"Long",242,30,3.2143622126281,"Positive","Positive",0.191759003538558,0.445711014438533,"Positive","Positive",0.168838121012997,"Block Puzzle","GAME",4.52596675946875,1004967,"5000000+","Mature",5.49306144334055
3004,NA,NA,4.397492123,"Short",25,4,4.19234585947143,"Negative","Neutral",-0.0523817284467395,0.451121418098257,"Negative","Neutral",-0.0662806782109907,"Amex Mobile","FINANCE",4.40486562557143,63621,"1000000+","Teen",3.25809653802148
4073,NA,NA,4.447622232,"Long",390,75,2.81222143891282,"Positive","Neutral",0.00491166952154278,0.531717233669285,"Positive","Neutral",-0.0116693072074536,"Angry Birds 2","FAMILY",4.47210242292308,235982,"100000000+","Teen",5.96870755998537
4943,NA,NA,4.478597331,"Long",220,43,2.93363604824545,"Positive","Neutral",0.111876123893567,0.457805640971985,"Positive","Positive",0.119712589784576,"Hello Kitty Lunchbox","FAMILY",4.4647438968125,532749,"5000000+","Teen",5.39816270151775
4050,60,"Male",4.439286052,"Long",158,23,3.22545946509367,"Positive","Neutral",-0.00261971388649222,0.573511381726462,"Positive","Neutral",-0.0134382107470662,"Agario","GAME",4.4297803505,231006,"100000000+","Teen",5.06890420222023
167,NA,NA,4.177849593,"Long",119,20,3.26024501624733,"Negative","Negative",-0.564050029270848,0.291971603650743,"Negative","Negative",-0.58321662779659,"Color by Number Draw Sandbox Pixel Art","FAMILY",4.27662015441176,426,"1000000+","Mature",4.78749174278205
5939,NA,NA,4.526225362,"Short",43,6,4.02752468950233,"Positive","Neutral",0.223214393558739,0.30496932143484,"Positive","Positive",0.211177584126727,"A Mobile","FINANCE",4.48472142882353,2163591,"10000+","Mature",3.78418963391826
